order_no,line_no,order_date,customer_no,branch_code,salesperson_code,item_no,uom,ordered_qty,filled_qty,cancelled_qty,unit_price,unit_cost,promised_date,shipped_date,order_status
SO-10314,3,2026-04-27,CT-1005,RL-KPT,S105,RF-4002,BNDL,60,60,0,51.27,37.65,2026-05-04,2026-04-29,SHIPPED
SO-10314,4,2026-04-27,CT-1005,RL-KPT,S105,FS-2011,EA,63,50,0,47.44,34.90,2026-05-04,2026-04-29,SHIPPED
SO-10314,5,2026-04-27,CT-1005,RL-KPT,S105,RM-1010,EA,890,890,0,18.00,13.50,2026-05-04,2026-04-29,SHIPPED
SO-10315,1,2026-04-27,CT-1002,RL-JCB,S104,RM-1022,EA,357,357,0,8.90,6.45,2026-05-01,2026-04-29,SHIPPED
SO-10316,1,2026-04-27,BL-3001,RL-BRI,S101,PT-5011,BG,226,226,0,17.20,13.25,2026-04-30,2026-04-30,SHIPPED
SO-10316,2,2026-04-27,BL-3001,RL-BRI,S101,CM-3002,BG,246,246,0,5.06,3.90,2026-04-30,2026-04-30,SHIPPED
SO-10316,3,2026-04-27,BL-3001,RL-BRI,S101,SX-7001,SQ,74,74,0,81.69,68.05,2026-04-30,2026-04-30,SHIPPED
SO-10316,4,2026-04-27,BL-3001,RL-BRI,S101,PT-5010,EA,697,697,0,11.39,9.05,2026-04-30,2026-04-30,SHIPPED
SO-10316,5,2026-04-27,BL-3001,RL-BRI,S101,TL-9001,EA,594,594,0,5.81,4.50,2026-04-30,2026-04-30,SHIPPED
SO-10317,1,2026-04-28,CT-1006,RL-KPT,S105,RM-1010,EA,760,760,0,17.32,13.50,2026-05-02,2026-04-29,SHIPPED
SO-10318,1,2026-04-28,BL-3001,RL-BRI,S102,DW-6001,EA,82,82,0,78.68,64.10,2026-05-05,2026-05-02,SHIPPED
SO-10319,1,2026-04-29,CT-1005,RL-BRI,S101,RF-4002,BNDL,217,217,0,51.99,37.65,2026-05-04,2026-05-03,SHIPPED
SO-10319,2,2026-04-29,CT-1005,RL-BRI,S101,TL-9001,EA,627,627,0,5.83,4.50,2026-05-04,2026-05-03,SHIPPED
SO-10319,3,2026-04-29,CT-1005,RL-BRI,S101,DW-6010,EA,44,44,0,306.52,224.60,2026-05-04,2026-05-03,SHIPPED
SO-10320,1,2026-04-29,CT-1005,RL-KPT,S105,RM-1002,EA,1111,1111,0,6.29,4.95,2026-05-04,2026-05-02,SHIPPED
SO-10320,2,2026-04-29,CT-1005,RL-KPT,S105,SX-7001,SQ,86,86,0,88.84,68.05,2026-05-04,2026-05-02,SHIPPED
SO-10320,3,2026-04-29,CT-1005,RL-KPT,S105,RF-4011,RL,51,51,0,100.28,78.85,2026-05-04,2026-05-02,SHIPPED
SO-10320,4,2026-04-29,CT-1005,RL-KPT,S105,FS-2001,BX,320,320,0,27.91,20.60,2026-05-04,2026-05-02,SHIPPED
SO-10320,5,2026-04-29,CT-1005,RL-KPT,S105,RF-4020,LF,627,627,0,2.15,1.69,2026-05-04,2026-05-02,SHIPPED
SO-10321,1,2026-04-30,BL-3002,RL-JCB,S104,CM-3010,BG,40,29,0,11.73,9.30,2026-05-03,2026-05-04,SHIPPED
SO-10322,1,2026-04-30,CT-1004,RL-JCB,S104,RF-4001,BNDL,205,205,0,35.53,27.90,2026-05-03,2026-05-04,SHIPPED
SO-10322,2,2026-04-30,CT-1004,RL-JCB,S104,RM-1022,EA,135,135,0,8.75,6.45,2026-05-03,2026-05-04,SHIPPED
SO-10322,3,2026-04-30,CT-1004,RL-JCB,S104,SX-7010,EA,185,185,0,13.65,10.65,2026-05-03,2026-05-04,SHIPPED
SO-10323,1,2026-05-01,CT-1004,RL-JCB,S104,RF-4010,RL,179,179,0,27.45,21.50,2026-05-05,2026-05-03,SHIPPED
SO-10323,2,2026-05-01,CT-1004,RL-JCB,S104,FS-2002,BX,85,85,0,30.25,23.60,2026-05-05,2026-05-03,SHIPPED
SO-10323,3,2026-05-01,CT-1004,RL-JCB,S104,SX-7001,SQ,78,78,0,91.52,68.05,2026-05-05,2026-05-03,SHIPPED
SO-10323,4,2026-05-01,CT-1004,RL-JCB,S104,SX-7010,EA,71,71,0,14.61,10.65,2026-05-05,2026-05-03,SHIPPED
SO-10324,1,2026-05-01,CT-1007,RL-KPT,S105,RM-1010,EA,550,550,0,18.58,13.50,2026-05-08,2026-05-02,SHIPPED
SO-10324,2,2026-05-01,CT-1007,RL-KPT,S105,RM-1003,EA,143,143,0,10.69,8.25,2026-05-08,2026-05-02,SHIPPED
SO-10324,3,2026-05-01,CT-1007,RL-KPT,S105,DW-6001,EA,55,55,0,88.04,64.10,2026-05-08,2026-05-02,SHIPPED
SO-10324,4,2026-05-01,CT-1007,RL-KPT,S105,RM-1003,EA,418,418,0,10.83,8.25,2026-05-08,2026-05-02,SHIPPED
SO-10325,1,2026-05-02,RT-2001,RL-BRI,S001,TL-9002,EA,557,557,0,8.90,6.40,2026-05-09,2026-05-11,SHIPPED
SO-10325,2,2026-05-02,RT-2001,RL-BRI,S001,PT-5010,EA,972,972,0,12.60,9.05,2026-05-09,2026-05-11,SHIPPED
SO-10325,3,2026-05-02,RT-2001,RL-BRI,S001,RF-4001,BNDL,867,867,0,38.75,27.90,2026-05-09,2026-05-11,SHIPPED
SO-10325,4,2026-05-02,RT-2001,RL-BRI,S001,RF-4001,BNDL,776,776,0,38.75,27.90,2026-05-09,2026-05-11,SHIPPED
SO-10325,5,2026-05-02,RT-2001,RL-BRI,S001,FS-2010,EA,1036,1036,0,1.85,1.33,2026-05-09,2026-05-11,SHIPPED
SO-10326,1,2026-05-02,RT-2001,RL-KPT,S001,TL-9001,EA,287,287,0,6.25,4.50,2026-05-09,2026-05-04,SHIPPED
SO-10326,2,2026-05-02,RT-2001,RL-KPT,S001,DW-6010,EA,13,13,0,312.00,224.60,2026-05-09,2026-05-04,SHIPPED
SO-10326,3,2026-05-02,RT-2001,RL-KPT,S001,TL-9002,EA,120,120,0,8.90,6.40,2026-05-09,2026-05-04,SHIPPED
SO-10326,4,2026-05-02,RT-2001,RL-KPT,S001,TL-9002,EA,270,270,0,8.90,6.40,2026-05-09,2026-05-04,SHIPPED
SO-10327,1,2026-05-02,RT-2001,RL-BRI,S001,RF-4002,BNDL,182,182,0,52.30,37.65,2026-05-04,2026-05-04,SHIPPED
SO-10327,2,2026-05-02,RT-2001,RL-BRI,S001,CM-3002,BG,560,560,0,5.40,3.90,2026-05-04,2026-05-04,SHIPPED
SO-10328,1,2026-05-02,RT-2003,RL-BRI,S001,DW-6001,EA,51,51,0,89.00,64.10,2026-05-04,2026-05-05,SHIPPED
SO-10328,2,2026-05-02,RT-2003,RL-BRI,S001,RM-1021,EA,216,216,0,38.90,28.10,2026-05-04,2026-05-05,SHIPPED
SO-10329,1,2026-05-04,CT-1008,RL-JCB,S104,SX-7001,SQ,41,30,0,91.99,68.05,2026-05-09,2026-05-05,PARTIAL
SO-10329,2,2026-05-04,CT-1008,RL-JCB,S104,FS-2001,BX,118,55,0,27.48,20.60,2026-05-09,2026-05-05,PARTIAL
SO-10329,3,2026-05-04,CT-1008,RL-JCB,S104,RF-4020,LF,766,573,0,2.24,1.69,2026-05-09,2026-05-05,PARTIAL
SO-10330,1,2026-05-04,BL-3002,RL-BRI,S102,FS-2010,EA,1160,1160,0,1.69,1.33,2026-05-08,2026-05-10,SHIPPED
SO-10330,2,2026-05-04,BL-3002,RL-BRI,S102,FS-2002,BX,198,198,0,29.30,23.60,2026-05-08,2026-05-10,SHIPPED
SO-10331,1,2026-05-05,BL-3002,RL-BRI,S101,DW-6010,EA,16,16,0,277.51,224.60,2026-05-09,2026-05-09,SHIPPED
SO-10331,2,2026-05-05,BL-3002,RL-BRI,S101,FS-2011,EA,74,74,0,41.87,34.90,2026-05-09,2026-05-09,SHIPPED
SO-10331,3,2026-05-05,BL-3002,RL-BRI,S101,PT-5001,EA,471,471,0,40.80,32.20,2026-05-09,2026-05-09,SHIPPED
SO-10331,4,2026-05-05,BL-3002,RL-BRI,S101,FS-2002,BX,586,586,0,29.86,23.60,2026-05-09,2026-05-09,SHIPPED
SO-10331,5,2026-05-05,BL-3002,RL-BRI,S101,RM-1020,EA,342,342,0,5.22,4.05,2026-05-09,2026-05-09,SHIPPED
SO-10332,1,2026-05-05,CT-1008,RL-BRI,S101,RM-1011,EA,901,901,0,23.68,17.95,2026-05-12,2026-05-08,SHIPPED
SO-10332,2,2026-05-05,CT-1008,RL-BRI,S101,DW-6002,EA,14,14,0,276.53,208.10,2026-05-12,2026-05-08,SHIPPED
SO-10332,3,2026-05-05,CT-1008,RL-BRI,S101,RF-4001,BNDL,621,621,0,37.85,27.90,2026-05-12,2026-05-08,SHIPPED
SO-10333,1,2026-05-05,CT-1001,RL-BRI,S102,RF-4011,RL,78,58,0,106.84,78.85,2026-05-08,2026-05-09,PARTIAL
SO-10333,2,2026-05-05,CT-1001,RL-BRI,S102,SX-7001,SQ,110,61,0,94.19,68.05,2026-05-08,2026-05-09,PARTIAL
SO-10334,1,2026-05-06,CT-1004,RL-BRI,S102,RM-1022,EA,278,198,0,8.47,6.45,2026-05-13,2026-05-10,PARTIAL
SO-10335,1,2026-05-06,CT-1007,RL-JCB,S104,RM-1020,EA,135,74,0,5.05,4.05,2026-05-10,2026-05-10,SHIPPED
SO-10335,2,2026-05-06,CT-1007,RL-JCB,S104,CM-3001,BG,876,876,0,6.61,4.95,2026-05-10,2026-05-10,SHIPPED
SO-10335,3,2026-05-06,CT-1007,RL-JCB,S104,CM-3020,EA,149,149,0,13.95,10.25,2026-05-10,2026-05-10,SHIPPED
SO-10335,4,2026-05-06,CT-1007,RL-JCB,S104,CM-3001,BG,289,289,0,6.27,4.95,2026-05-10,2026-05-10,SHIPPED
SO-10335,5,2026-05-06,CT-1007,RL-JCB,S104,DW-6010,EA,7,7,0,285.56,224.60,2026-05-10,2026-05-10,SHIPPED
SO-10336,1,2026-05-07,CT-1008,RL-JCB,S104,RM-1021,EA,97,97,0,38.82,28.10,2026-05-09,2026-05-10,SHIPPED
SO-10336,2,2026-05-07,CT-1008,RL-JCB,S104,TL-9002,EA,271,271,0,8.50,6.40,2026-05-09,2026-05-10,SHIPPED
SO-10336,3,2026-05-07,CT-1008,RL-JCB,S104,RF-4010,RL,58,58,0,28.44,21.50,2026-05-09,2026-05-10,SHIPPED
SO-10336,4,2026-05-07,CT-1008,RL-JCB,S104,TL-9002,EA,138,70,0,8.52,6.40,2026-05-09,2026-05-10,SHIPPED
SO-10337,1,2026-05-07,BL-3001,RL-BRI,S102,DW-6010,EA,14,14,0,273.12,224.60,2026-05-12,2026-05-10,SHIPPED
SO-10338,1,2026-05-07,CT-1006,RL-KPT,S103,RF-4010,RL,243,243,0,28.16,21.50,2026-05-13,2026-05-11,SHIPPED
SO-10338,2,2026-05-07,CT-1006,RL-KPT,S103,PT-5010,EA,651,651,0,12.40,9.05,2026-05-13,2026-05-11,SHIPPED
SO-10338,3,2026-05-07,CT-1006,RL-KPT,S103,CM-3002,BG,276,276,0,5.22,3.90,2026-05-13,2026-05-11,SHIPPED
SO-10339,1,2026-05-07,CT-1003,RL-BRI,S101,CM-3002,BG,542,542,0,5.05,3.90,2026-05-13,2026-05-11,SHIPPED
SO-10339,2,2026-05-07,CT-1003,RL-BRI,S101,RF-4001,BNDL,623,623,0,38.08,27.90,2026-05-13,2026-05-11,SHIPPED
SO-10339,3,2026-05-07,CT-1003,RL-BRI,S101,RM-1003,EA,702,702,0,10.39,8.25,2026-05-13,2026-05-11,SHIPPED
SO-10339,4,2026-05-07,CT-1003,RL-BRI,S101,CM-3010,BG,110,110,0,11.94,9.30,2026-05-13,2026-05-11,SHIPPED
SO-10340,1,2026-05-08,CT-1006,RL-JCB,S104,SX-7001,SQ,71,59,0,92.19,68.05,2026-05-11,2026-05-09,PARTIAL
SO-10340,2,2026-05-08,CT-1006,RL-JCB,S104,RM-1021,EA,113,78,0,38.35,28.10,2026-05-11,2026-05-09,PARTIAL
SO-10340,3,2026-05-08,CT-1006,RL-JCB,S104,RM-1021,EA,118,55,0,35.42,28.10,2026-05-11,2026-05-09,PARTIAL
SO-10340,4,2026-05-08,CT-1006,RL-JCB,S104,RM-1022,EA,579,472,0,8.20,6.45,2026-05-11,2026-05-09,PARTIAL
SO-10340,5,2026-05-08,CT-1006,RL-JCB,S104,RF-4010,RL,176,133,0,28.40,21.50,2026-05-11,2026-05-09,PARTIAL
SO-10341,1,2026-05-08,CT-1002,RL-BRI,S102,RM-1001,EA,1376,1376,0,3.72,2.86,2026-05-12,2026-05-12,SHIPPED
SO-10341,2,2026-05-08,CT-1002,RL-BRI,S102,FS-2010,EA,645,645,0,1.80,1.33,2026-05-12,2026-05-12,SHIPPED
SO-10342,1,2026-05-08,CT-1006,RL-KPT,S103,DW-6002,EA,30,30,0,275.02,208.10,2026-05-11,2026-05-12,SHIPPED
SO-10342,2,2026-05-08,CT-1006,RL-KPT,S103,PT-5010,EA,740,740,0,12.31,9.05,2026-05-11,2026-05-12,SHIPPED
SO-10342,3,2026-05-08,CT-1006,RL-KPT,S103,RM-1011,EA,211,211,0,24.86,17.95,2026-05-11,2026-05-12,SHIPPED
SO-10342,4,2026-05-08,CT-1006,RL-KPT,S103,FS-2010,EA,928,928,0,1.67,1.33,2026-05-11,2026-05-12,SHIPPED
SO-10342,5,2026-05-08,CT-1006,RL-KPT,S103,FS-2002,BX,429,323,0,31.81,23.60,2026-05-11,2026-05-12,SHIPPED
SO-10343,1,2026-05-09,RT-2003,RL-KPT,S001,FS-2002,BX,357,224,0,32.75,23.60,2026-05-13,2026-05-12,PARTIAL
SO-10343,2,2026-05-09,RT-2003,RL-KPT,S001,CM-3002,BG,565,395,0,5.40,3.90,2026-05-13,2026-05-12,PARTIAL
SO-10343,3,2026-05-09,RT-2003,RL-KPT,S001,SX-7001,SQ,89,72,0,94.50,68.05,2026-05-13,2026-05-12,PARTIAL
SO-10344,1,2026-05-09,RT-2002,RL-JCB,S001,PT-5001,EA,140,0,140,44.75,32.20,2026-05-13,,CANCELLED
SO-10345,1,2026-05-09,RT-2001,RL-KPT,S001,FS-2010,EA,405,405,0,1.85,1.33,2026-05-15,2026-05-12,SHIPPED
SO-10345,2,2026-05-09,RT-2001,RL-KPT,S001,RF-4001,BNDL,384,384,0,38.75,27.90,2026-05-15,2026-05-12,SHIPPED
SO-10345,3,2026-05-09,RT-2001,RL-KPT,S001,DW-6010,EA,41,41,0,312.00,224.60,2026-05-15,2026-05-12,SHIPPED
SO-10346,1,2026-05-09,RT-2002,RL-BRI,S001,RM-1001,EA,1906,1906,0,3.98,2.86,2026-05-15,2026-05-10,SHIPPED
SO-10346,2,2026-05-09,RT-2002,RL-BRI,S001,CM-3010,BG,171,171,0,12.90,9.30,2026-05-15,2026-05-10,SHIPPED
SO-10346,3,2026-05-09,RT-2002,RL-BRI,S001,FS-2001,BX,429,429,0,28.50,20.60,2026-05-15,2026-05-10,SHIPPED
SO-10347,1,2026-05-11,CT-1002,RL-BRI,S101,DW-6010,EA,50,50,0,294.72,224.60,2026-05-15,2026-05-16,SHIPPED
SO-10347,2,2026-05-11,CT-1002,RL-BRI,S101,PT-5010,EA,774,774,0,12.04,9.05,2026-05-15,2026-05-16,SHIPPED
SO-10347,3,2026-05-11,CT-1002,RL-BRI,S101,DW-6001,EA,90,90,0,85.76,64.10,2026-05-15,2026-05-16,SHIPPED
SO-10347,4,2026-05-11,CT-1002,RL-BRI,S101,SX-7001,SQ,117,117,0,91.96,68.05,2026-05-15,2026-05-16,SHIPPED
SO-10348,1,2026-05-11,CT-1007,RL-JCB,S104,SX-7010,EA,143,143,0,14.72,10.65,2026-05-17,2026-05-12,SHIPPED
SO-10348,2,2026-05-11,CT-1007,RL-JCB,S104,PT-5010,EA,533,533,0,12.41,9.05,2026-05-17,2026-05-12,SHIPPED
SO-10349,1,2026-05-12,CT-1002,RL-BRI,S102,TL-9002,EA,154,154,0,8.71,6.40,2026-05-14,2026-05-15,SHIPPED
SO-10349,2,2026-05-12,CT-1002,RL-BRI,S102,DW-6002,EA,12,12,0,285.79,208.10,2026-05-14,2026-05-15,SHIPPED
SO-10349,3,2026-05-12,CT-1002,RL-BRI,S102,CM-3002,BG,304,304,0,4.86,3.90,2026-05-14,2026-05-15,SHIPPED
SO-10349,4,2026-05-12,CT-1002,RL-BRI,S102,PT-5002,EA,77,53,0,30.63,23.70,2026-05-14,2026-05-15,SHIPPED
SO-10349,5,2026-05-12,CT-1002,RL-BRI,S102,SX-7001,SQ,142,142,0,89.54,68.05,2026-05-14,2026-05-15,SHIPPED
SO-10350,1,2026-05-12,BL-3002,RL-BRI,S101,RF-4020,LF,489,489,0,2.14,1.69,2026-05-18,2026-05-14,SHIPPED
SO-10350,2,2026-05-12,BL-3002,RL-BRI,S101,PT-5011,BG,123,123,0,16.62,13.25,2026-05-18,2026-05-14,SHIPPED
SO-10350,3,2026-05-12,BL-3002,RL-BRI,S101,SX-7001,SQ,122,122,0,87.82,68.05,2026-05-18,2026-05-14,SHIPPED
SO-10350,4,2026-05-12,BL-3002,RL-BRI,S101,RM-1002,EA,1380,1380,0,6.28,4.95,2026-05-18,2026-05-14,SHIPPED
SO-10351,1,2026-05-13,CT-1002,RL-KPT,S103,RM-1002,EA,495,495,0,6.29,4.95,2026-05-16,2026-05-15,SHIPPED
SO-10351,2,2026-05-13,CT-1002,RL-KPT,S103,RM-1002,EA,680,680,0,6.73,4.95,2026-05-16,2026-05-15,SHIPPED
SO-10351,3,2026-05-13,CT-1002,RL-KPT,S103,SX-7001,SQ,34,34,0,88.08,68.05,2026-05-16,2026-05-15,SHIPPED
SO-10351,4,2026-05-13,CT-1002,RL-KPT,S103,RM-1003,EA,376,376,0,10.65,8.25,2026-05-16,2026-05-15,SHIPPED
SO-10351,5,2026-05-13,CT-1002,RL-KPT,S103,FS-2011,EA,54,54,0,45.19,34.90,2026-05-16,2026-05-15,SHIPPED
SO-10352,1,2026-05-13,CT-1005,RL-BRI,S101,DW-6002,EA,33,29,0,265.34,208.10,2026-05-19,2026-05-14,SHIPPED
SO-10352,2,2026-05-13,CT-1005,RL-BRI,S101,RM-1010,EA,692,692,0,17.14,13.50,2026-05-19,2026-05-14,SHIPPED
SO-10353,1,2026-05-13,CT-1006,RL-BRI,S101,PT-5011,BG,291,291,0,17.15,13.25,2026-05-15,2026-05-15,SHIPPED
SO-10353,2,2026-05-13,CT-1006,RL-BRI,S101,DW-6002,EA,12,9,0,286.51,208.10,2026-05-15,2026-05-15,SHIPPED
SO-10354,1,2026-05-13,CT-1001,RL-BRI,S101,CM-3002,BG,687,687,0,5.15,3.90,2026-05-16,2026-05-17,SHIPPED
SO-10354,2,2026-05-13,CT-1001,RL-BRI,S101,FS-2010,EA,1829,1829,0,1.74,1.33,2026-05-16,2026-05-17,SHIPPED
SO-10354,3,2026-05-13,CT-1001,RL-BRI,S101,SX-7001,SQ,40,40,0,94.13,68.05,2026-05-16,2026-05-17,SHIPPED
SO-10354,4,2026-05-13,CT-1001,RL-BRI,S101,RF-4010,RL,302,302,0,27.09,21.50,2026-05-16,2026-05-17,SHIPPED
SO-10354,5,2026-05-13,CT-1001,RL-BRI,S101,TL-9001,EA,392,392,0,6.05,4.50,2026-05-16,2026-05-17,SHIPPED
SO-10355,1,2026-05-14,CT-1004,RL-KPT,S105,FS-2001,BX,325,325,0,28.15,20.60,2026-05-16,2026-05-17,SHIPPED
SO-10355,2,2026-05-14,CT-1004,RL-KPT,S105,CM-3002,BG,432,432,0,5.03,3.90,2026-05-16,2026-05-17,SHIPPED
SO-10356,1,2026-05-14,CT-1006,RL-KPT,S105,PT-5001,EA,86,86,0,43.17,32.20,2026-05-18,2026-05-16,SHIPPED
SO-10356,2,2026-05-14,CT-1006,RL-KPT,S105,RM-1001,EA,1727,870,0,3.65,2.86,2026-05-18,2026-05-16,SHIPPED
SO-10357,1,2026-05-14,BL-3001,RL-JCB,S104,SX-7001,SQ,63,63,0,87.41,68.05,2026-05-19,2026-05-15,SHIPPED
SO-10357,2,2026-05-14,BL-3001,RL-JCB,S104,PT-5002,EA,80,80,0,30.43,23.70,2026-05-19,2026-05-15,SHIPPED
SO-10357,3,2026-05-14,BL-3001,RL-JCB,S104,RM-1001,EA,587,587,0,3.48,2.86,2026-05-19,2026-05-15,SHIPPED
SO-10357,4,2026-05-14,BL-3001,RL-JCB,S104,RM-1001,EA,723,443,0,3.72,2.86,2026-05-19,2026-05-15,SHIPPED
SO-10357,5,2026-05-14,BL-3001,RL-JCB,S104,PT-5002,EA,57,57,0,29.94,23.70,2026-05-19,2026-05-15,SHIPPED
SO-10358,1,2026-05-15,CT-1004,RL-BRI,S102,RM-1022,EA,1051,1051,0,8.50,6.45,2026-05-19,2026-05-23,SHIPPED
SO-10359,1,2026-05-15,BL-3001,RL-BRI,S101,CM-3010,BG,312,231,0,11.38,9.30,2026-05-17,2026-05-18,PARTIAL
SO-10359,2,2026-05-15,BL-3001,RL-BRI,S101,RM-1002,EA,2050,1491,0,6.18,4.95,2026-05-17,2026-05-18,PARTIAL
SO-10359,3,2026-05-15,BL-3001,RL-BRI,S101,RF-4001,BNDL,932,749,0,33.33,27.90,2026-05-17,2026-05-18,PARTIAL
SO-10359,4,2026-05-15,BL-3001,RL-BRI,S101,DW-6010,EA,40,33,0,269.61,224.60,2026-05-17,2026-05-18,PARTIAL
SO-10359,5,2026-05-15,BL-3001,RL-BRI,S101,RF-4020,LF,926,785,0,2.07,1.69,2026-05-17,2026-05-18,PARTIAL
SO-10360,1,2026-05-15,BL-3001,RL-KPT,S105,SX-7001,SQ,54,54,0,83.80,68.05,2026-05-21,2026-05-18,SHIPPED
SO-10361,1,2026-05-15,BL-3002,RL-JCB,S104,RF-4011,RL,25,25,0,94.41,78.85,2026-05-22,2026-05-17,SHIPPED
SO-10361,2,2026-05-15,BL-3002,RL-JCB,S104,DW-6010,EA,26,26,0,283.95,224.60,2026-05-22,2026-05-17,SHIPPED
SO-10361,3,2026-05-15,BL-3002,RL-JCB,S104,PT-5001,EA,232,232,0,40.18,32.20,2026-05-22,2026-05-17,SHIPPED
SO-10361,4,2026-05-15,BL-3002,RL-JCB,S104,PT-5001,EA,230,230,0,40.35,32.20,2026-05-22,2026-05-17,SHIPPED
SO-10362,1,2026-05-16,RT-2003,RL-KPT,S001,RM-1003,EA,321,259,0,11.40,8.25,2026-05-18,2026-05-17,PARTIAL
SO-10362,2,2026-05-16,RT-2003,RL-KPT,S001,RM-1011,EA,601,285,0,24.90,17.95,2026-05-18,2026-05-17,PARTIAL
SO-10362,3,2026-05-16,RT-2003,RL-KPT,S001,SX-7001,SQ,31,22,0,94.50,68.05,2026-05-18,2026-05-17,PARTIAL
SO-10362,4,2026-05-16,RT-2003,RL-KPT,S001,DW-6010,EA,11,8,0,312.00,224.60,2026-05-18,2026-05-17,PARTIAL
SO-10363,1,2026-05-16,RT-2002,RL-JCB,S001,SX-7010,EA,204,204,0,14.80,10.65,2026-05-21,2026-05-17,SHIPPED
SO-10364,1,2026-05-16,RT-2002,RL-KPT,S001,RM-1001,EA,1701,1388,0,3.98,2.86,2026-05-23,2026-05-18,SHIPPED
SO-10365,1,2026-05-18,BL-3002,RL-BRI,S102,RM-1003,EA,226,226,0,10.20,8.25,2026-05-22,2026-05-20,SHIPPED
SO-10365,2,2026-05-18,BL-3002,RL-BRI,S102,PT-5002,EA,129,129,0,30.34,23.70,2026-05-22,2026-05-20,SHIPPED
SO-10365,3,2026-05-18,BL-3002,RL-BRI,S102,FS-2002,BX,365,365,0,28.93,23.60,2026-05-22,2026-05-20,SHIPPED
SO-10365,4,2026-05-18,BL-3002,RL-BRI,S102,RM-1001,EA,2070,2070,0,3.47,2.86,2026-05-22,2026-05-20,SHIPPED
SO-10366,1,2026-05-18,CT-1004,RL-KPT,S103,PT-5001,EA,135,135,0,43.37,32.20,2026-05-23,2026-05-20,SHIPPED
SO-10366,2,2026-05-18,CT-1004,RL-KPT,S103,SX-7010,EA,228,228,0,14.18,10.65,2026-05-23,2026-05-20,SHIPPED
SO-10366,3,2026-05-18,CT-1004,RL-KPT,S103,PT-5001,EA,254,254,0,41.00,32.20,2026-05-23,2026-05-20,SHIPPED
SO-10367,1,2026-05-19,CT-1001,RL-KPT,S103,PT-5001,EA,307,307,0,42.07,32.20,2026-05-26,2026-05-21,SHIPPED
SO-10367,2,2026-05-19,CT-1001,RL-KPT,S103,RM-1001,EA,1256,1256,0,3.59,2.86,2026-05-26,2026-05-21,SHIPPED
SO-10368,1,2026-05-19,CT-1002,RL-BRI,S102,RF-4010,RL,149,149,0,29.06,21.50,2026-05-22,2026-05-20,SHIPPED
SO-10368,2,2026-05-19,CT-1002,RL-BRI,S102,PT-5001,EA,425,425,0,41.15,32.20,2026-05-22,2026-05-20,SHIPPED
SO-10368,3,2026-05-19,CT-1002,RL-BRI,S102,FS-2011,EA,116,116,0,43.75,34.90,2026-05-22,2026-05-20,SHIPPED
SO-10368,4,2026-05-19,CT-1002,RL-BRI,S102,FS-2001,BX,286,286,0,25.97,20.60,2026-05-22,2026-05-20,SHIPPED
SO-10368,5,2026-05-19,CT-1002,RL-BRI,S102,CM-3002,BG,382,382,0,5.30,3.90,2026-05-22,2026-05-20,SHIPPED
SO-10369,1,2026-05-19,CT-1003,RL-JCB,S104,CM-3001,BG,628,628,0,6.38,4.95,2026-05-26,2026-05-21,SHIPPED
SO-10370,1,2026-05-20,CT-1004,RL-JCB,S104,RF-4002,BNDL,136,136,0,52.13,37.65,2026-05-26,2026-05-21,SHIPPED
SO-10370,2,2026-05-20,CT-1004,RL-JCB,S104,TL-9002,EA,132,132,0,8.43,6.40,2026-05-26,2026-05-21,SHIPPED
SO-10370,3,2026-05-20,CT-1004,RL-JCB,S104,RM-1011,EA,189,189,0,24.61,17.95,2026-05-26,2026-05-21,SHIPPED
SO-10371,1,2026-05-20,BL-3001,RL-BRI,S102,TL-9002,EA,367,367,0,8.11,6.40,2026-05-23,2026-05-24,SHIPPED
SO-10371,2,2026-05-20,BL-3001,RL-BRI,S102,RM-1003,EA,320,320,0,10.22,8.25,2026-05-23,2026-05-24,SHIPPED
SO-10371,3,2026-05-20,BL-3001,RL-BRI,S102,CM-3020,EA,257,257,0,13.27,10.25,2026-05-23,2026-05-24,SHIPPED
SO-10372,1,2026-05-20,BL-3002,RL-BRI,S102,PT-5002,EA,111,78,0,29.18,23.70,2026-05-24,2026-05-23,SHIPPED
SO-10372,2,2026-05-20,BL-3002,RL-BRI,S102,SX-7001,SQ,90,90,0,87.35,68.05,2026-05-24,2026-05-23,SHIPPED
SO-10372,3,2026-05-20,BL-3002,RL-BRI,S102,RF-4020,LF,723,489,0,2.07,1.69,2026-05-24,2026-05-23,SHIPPED
SO-10372,4,2026-05-20,BL-3002,RL-BRI,S102,RM-1011,EA,486,486,0,23.09,17.95,2026-05-24,2026-05-23,SHIPPED
SO-10372,5,2026-05-20,BL-3002,RL-BRI,S102,RM-1020,EA,631,631,0,4.86,4.05,2026-05-24,2026-05-23,SHIPPED
SO-10373,1,2026-05-21,CT-1006,RL-BRI,S101,FS-2001,BX,549,549,0,27.76,20.60,2026-05-25,2026-05-24,SHIPPED
SO-10373,2,2026-05-21,CT-1006,RL-BRI,S101,RF-4001,BNDL,289,289,0,38.06,27.90,2026-05-25,2026-05-24,SHIPPED
SO-10374,1,2026-05-21,CT-1007,RL-JCB,S104,CM-3002,BG,269,269,0,5.28,3.90,2026-05-26,2026-05-25,SHIPPED
SO-10374,2,2026-05-21,CT-1007,RL-JCB,S104,SX-7010,EA,190,190,0,14.49,10.65,2026-05-26,2026-05-25,SHIPPED
