invoice_no,line_no,invoice_date,order_no,customer_no,branch_code,item_no,uom,invoiced_qty,unit_price,unit_cost,freight_amt,tax_amt
INV-50153,3,2026-03-04,SO-10159,CT-1006,RL-BRI,CM-3001,BG,4,6.44,4.95,0.00,0.00
INV-50154,1,2026-03-08,SO-10160,BL-3001,RL-JCB,RM-1002,EA,2,6.00,4.95,0.00,0.00
INV-50154,2,2026-03-08,SO-10160,BL-3001,RL-JCB,RM-1010,EA,1,17.50,13.50,0.00,0.00
INV-50155,1,2026-03-05,SO-10161,CT-1004,RL-BRI,TL-9002,EA,2,8.78,6.40,0.00,0.00
INV-50155,2,2026-03-05,SO-10161,CT-1004,RL-BRI,PT-5002,EA,1,30.46,23.70,0.00,0.00
INV-50155,3,2026-03-05,SO-10161,CT-1004,RL-BRI,RM-1020,EA,1,5.13,4.05,0.00,0.00
INV-50155,4,2026-03-05,SO-10161,CT-1004,RL-BRI,CM-3002,BG,3,5.23,3.90,0.00,0.00
INV-50156,1,2026-03-06,SO-10162,CT-1005,RL-KPT,RM-1001,EA,4,3.96,2.86,0.00,0.00
INV-50157,1,2026-03-09,SO-10163,CT-1005,RL-BRI,RM-1001,EA,8,3.92,2.86,0.00,0.00
INV-50157,2,2026-03-09,SO-10163,CT-1005,RL-BRI,PT-5010,EA,3,11.70,9.05,0.00,0.00
INV-50157,3,2026-03-09,SO-10163,CT-1005,RL-BRI,RM-1021,EA,1,36.09,28.10,0.00,0.00
INV-50157,4,2026-03-09,SO-10163,CT-1005,RL-BRI,RF-4020,LF,6,2.28,1.69,0.00,0.00
INV-50158,1,2026-03-07,SO-10164,CT-1005,RL-BRI,TL-9002,EA,2,8.38,6.40,0.00,0.00
INV-50158,2,2026-03-07,SO-10164,CT-1005,RL-BRI,PT-5011,BG,1,18.39,13.25,0.00,0.00
INV-50158,3,2026-03-07,SO-10164,CT-1005,RL-BRI,CM-3001,BG,3,6.64,4.95,0.00,0.00
INV-50158,4,2026-03-07,SO-10164,CT-1005,RL-BRI,TL-9001,EA,3,5.94,4.50,0.00,0.00
INV-50158,5,2026-03-07,SO-10164,CT-1005,RL-BRI,FS-2010,EA,7,1.70,1.33,0.00,0.00
INV-50159,1,2026-03-08,SO-10165,CT-1002,RL-KPT,CM-3010,BG,1,12.01,9.30,0.00,0.00
INV-50159,2,2026-03-08,SO-10165,CT-1002,RL-KPT,PT-5001,EA,1,42.35,32.20,0.00,0.00
INV-50159,3,2026-03-08,SO-10165,CT-1002,RL-KPT,RM-1022,EA,2,8.58,6.45,0.00,0.00
INV-50159,4,2026-03-08,SO-10165,CT-1002,RL-KPT,RM-1011,EA,2,22.71,17.95,0.00,0.00
INV-50159,5,2026-03-08,SO-10165,CT-1002,RL-KPT,PT-5011,BG,1,18.16,13.25,0.00,0.00
INV-50160,1,2026-03-09,SO-10166,CT-1003,RL-BRI,FS-2011,EA,1,46.71,34.90,0.00,0.00
INV-50160,2,2026-03-09,SO-10166,CT-1003,RL-BRI,FS-2011,EA,1,44.67,34.90,0.00,0.00
INV-50160,3,2026-03-09,SO-10166,CT-1003,RL-BRI,FS-2010,EA,6,1.81,1.33,0.00,0.00
INV-50160,4,2026-03-09,SO-10166,CT-1003,RL-BRI,RM-1020,EA,1,5.28,4.05,0.00,0.00
INV-50161,1,2026-03-09,SO-10167,CT-1008,RL-BRI,CM-3001,BG,2,6.32,4.95,0.00,0.00
INV-50161,2,2026-03-09,SO-10167,CT-1008,RL-BRI,PT-5002,EA,1,31.27,23.70,0.00,0.00
INV-50162,1,2026-03-09,SO-10168,CT-1005,RL-BRI,FS-2001,BX,1,26.67,20.60,0.00,0.00
INV-50162,2,2026-03-09,SO-10168,CT-1005,RL-BRI,CM-3001,BG,2,6.72,4.95,0.00,0.00
INV-50162,3,2026-03-09,SO-10168,CT-1005,RL-BRI,RM-1002,EA,3,6.25,4.95,0.00,0.00
INV-50163,1,2026-03-10,SO-10169,CT-1001,RL-KPT,RF-4001,BNDL,3,37.18,27.90,0.00,0.00
INV-50163,2,2026-03-10,SO-10169,CT-1001,RL-KPT,RM-1010,EA,3,16.91,13.50,0.00,0.00
INV-50163,3,2026-03-10,SO-10169,CT-1001,RL-KPT,RM-1022,EA,2,8.54,6.45,0.00,0.00
INV-50164,1,2026-03-10,SO-10170,RT-2001,RL-KPT,FS-2001,BX,1,28.50,20.60,0.00,2.78
INV-50165,1,2026-03-10,SO-10171,RT-2003,RL-BRI,CM-3001,BG,3,6.85,4.95,0.00,2.00
INV-50166,1,2026-03-08,SO-10172,RT-2003,RL-KPT,RM-1022,EA,2,8.95,6.45,0.00,1.75
INV-50166,2,2026-03-08,SO-10172,RT-2003,RL-KPT,FS-2002,BX,2,32.75,23.60,0.00,6.39
INV-50166,3,2026-03-08,SO-10172,RT-2003,RL-KPT,RM-1011,EA,1,24.90,17.95,0.00,2.43
INV-50166,4,2026-03-08,SO-10172,RT-2003,RL-KPT,RF-4001,BNDL,2,38.75,27.90,0.00,7.56
INV-50167,1,2026-03-10,SO-10173,RT-2002,RL-KPT,RF-4020,LF,3,2.35,1.69,0.00,0.69
INV-50167,2,2026-03-10,SO-10173,RT-2002,RL-KPT,RM-1003,EA,1,11.40,8.25,0.00,1.11
INV-50168,1,2026-03-10,SO-10174,RT-2002,RL-BRI,FS-2011,EA,1,48.50,34.90,0.00,4.73
INV-50168,2,2026-03-10,SO-10174,RT-2002,RL-BRI,SX-7010,EA,1,14.80,10.65,0.00,1.44
INV-50168,3,2026-03-10,SO-10174,RT-2002,RL-BRI,TL-9001,EA,3,6.25,4.50,0.00,1.83
INV-50168,4,2026-03-10,SO-10174,RT-2002,RL-BRI,FS-2010,EA,3,1.85,1.33,0.00,0.54
INV-50168,5,2026-03-10,SO-10174,RT-2002,RL-BRI,RM-1010,EA,6,18.75,13.50,2.25,10.97
INV-50169,1,2026-03-12,SO-10175,CT-1007,RL-JCB,FS-2001,BX,1,28.18,20.60,0.00,0.00
INV-50169,2,2026-03-12,SO-10175,CT-1007,RL-JCB,SX-7001,SQ,1,88.02,68.05,0.00,0.00
INV-50169,3,2026-03-12,SO-10175,CT-1007,RL-JCB,CM-3010,BG,1,12.05,9.30,0.00,0.00
INV-50169,4,2026-03-12,SO-10175,CT-1007,RL-JCB,RM-1021,EA,1,36.88,28.10,0.00,0.00
INV-50170,1,2026-03-13,SO-10176,CT-1007,RL-BRI,RM-1011,EA,3,23.23,17.95,0.00,0.00
INV-50170,2,2026-03-13,SO-10176,CT-1007,RL-BRI,RF-4002,BNDL,1,50.43,37.65,0.00,0.00
INV-50171,1,2026-03-13,SO-10177,CT-1004,RL-BRI,TL-9002,EA,1,8.04,6.40,0.00,0.00
INV-50171,2,2026-03-13,SO-10177,CT-1004,RL-BRI,RM-1001,EA,11,3.97,2.86,0.00,0.00
INV-50171,3,2026-03-13,SO-10177,CT-1004,RL-BRI,RF-4011,RL,1,105.72,78.85,0.00,0.00
INV-50171,4,2026-03-13,SO-10177,CT-1004,RL-BRI,SX-7010,EA,1,13.40,10.65,0.00,0.00
INV-50172,1,2026-03-13,SO-10178,CT-1004,RL-JCB,RM-1022,EA,1,8.06,6.45,0.00,0.00
INV-50172,2,2026-03-13,SO-10178,CT-1004,RL-JCB,PT-5002,EA,1,30.57,23.70,0.00,0.00
INV-50172,3,2026-03-13,SO-10178,CT-1004,RL-JCB,PT-5010,EA,1,11.52,9.05,0.00,0.00
INV-50172,4,2026-03-13,SO-10178,CT-1004,RL-JCB,DW-6002,EA,1,265.52,208.10,0.00,0.00
INV-50172,5,2026-03-13,SO-10178,CT-1004,RL-JCB,DW-6001,EA,1,81.80,64.10,0.00,0.00
INV-50173,1,2026-03-14,SO-10179,CT-1006,RL-BRI,FS-2001,BX,2,27.23,20.60,0.00,0.00
INV-50173,2,2026-03-14,SO-10179,CT-1006,RL-BRI,DW-6010,EA,1,296.66,224.60,0.00,0.00
INV-50173,3,2026-03-14,SO-10179,CT-1006,RL-BRI,FS-2011,EA,1,47.60,34.90,0.00,0.00
INV-50173,4,2026-03-14,SO-10179,CT-1006,RL-BRI,RM-1021,EA,1,38.44,28.10,0.00,0.00
INV-50173,5,2026-03-14,SO-10179,CT-1006,RL-BRI,PT-5011,BG,1,17.83,13.25,0.00,0.00
INV-50174,1,2026-03-14,SO-10180,CT-1005,RL-BRI,RF-4020,LF,5,2.26,1.69,0.00,0.00
INV-50174,2,2026-03-14,SO-10180,CT-1005,RL-BRI,CM-3001,BG,3,6.64,4.95,0.00,0.00
INV-50174,3,2026-03-14,SO-10180,CT-1005,RL-BRI,FS-2001,BX,2,28.38,20.60,0.00,0.00
INV-50174,4,2026-03-14,SO-10180,CT-1005,RL-BRI,RF-4020,LF,5,2.25,1.69,0.00,0.00
INV-50175,1,2026-03-12,SO-10181,BL-3002,RL-KPT,RM-1002,EA,2,6.04,4.95,0.00,0.00
INV-50175,2,2026-03-12,SO-10181,BL-3002,RL-KPT,FS-2010,EA,6,1.61,1.33,0.00,0.00
INV-50175,3,2026-03-12,SO-10181,BL-3002,RL-KPT,RM-1010,EA,3,17.26,13.50,0.00,0.00
INV-50175,4,2026-03-12,SO-10181,BL-3002,RL-KPT,RM-1003,EA,1,10.37,8.25,0.00,0.00
INV-50175,5,2026-03-12,SO-10181,BL-3002,RL-KPT,CM-3010,BG,1,11.34,9.30,0.00,0.00
INV-50176,1,2026-03-15,SO-10182,CT-1005,RL-KPT,RM-1010,EA,1,18.04,13.50,0.00,0.00
INV-50176,2,2026-03-15,SO-10182,CT-1005,RL-KPT,SX-7001,SQ,1,91.71,68.05,0.00,0.00
INV-50176,3,2026-03-15,SO-10182,CT-1005,RL-KPT,PT-5010,EA,2,12.10,9.05,0.00,0.00
INV-50176,4,2026-03-15,SO-10182,CT-1005,RL-KPT,CM-3001,BG,2,6.63,4.95,0.00,0.00
INV-50177,1,2026-03-14,SO-10183,CT-1003,RL-JCB,RF-4001,BNDL,1,38.51,27.90,0.00,0.00
INV-50178,1,2026-03-15,SO-10184,CT-1001,RL-BRI,PT-5002,EA,1,31.34,23.70,0.00,0.00
INV-50179,1,2026-03-14,SO-10185,CT-1003,RL-KPT,CM-3002,BG,1,5.02,3.90,0.00,0.00
INV-50179,2,2026-03-14,SO-10185,CT-1003,RL-KPT,TL-9001,EA,2,6.24,4.50,0.00,0.00
INV-50179,3,2026-03-14,SO-10185,CT-1003,RL-KPT,RM-1001,EA,2,3.68,2.86,0.00,0.00
INV-50179,4,2026-03-14,SO-10185,CT-1003,RL-KPT,CM-3020,EA,1,13.28,10.25,0.00,0.00
INV-50179,5,2026-03-14,SO-10185,CT-1003,RL-KPT,RM-1022,EA,1,8.31,6.45,0.00,0.00
INV-50180,1,2026-03-16,SO-10186,CT-1006,RL-KPT,RM-1021,EA,1,37.10,28.10,0.00,0.00
INV-50181,1,2026-03-14,SO-10187,CT-1001,RL-KPT,DW-6010,EA,1,304.10,224.60,0.00,0.00
INV-50181,2,2026-03-14,SO-10187,CT-1001,RL-KPT,FS-2002,BX,1,29.60,23.60,0.00,0.00
INV-50182,1,2026-03-16,SO-10188,CT-1002,RL-BRI,SX-7001,SQ,1,85.21,68.05,0.00,0.00
INV-50183,1,2026-03-16,SO-10189,CT-1002,RL-KPT,RM-1021,EA,1,37.37,28.10,0.00,0.00
INV-50183,2,2026-03-16,SO-10189,CT-1002,RL-KPT,RF-4010,RL,1,28.09,21.50,0.00,0.00
INV-50183,3,2026-03-16,SO-10189,CT-1002,RL-KPT,RM-1002,EA,3,6.26,4.95,0.00,0.00
INV-50183,4,2026-03-16,SO-10189,CT-1002,RL-KPT,DW-6001,EA,1,82.73,64.10,0.00,0.00
INV-50183,5,2026-03-16,SO-10189,CT-1002,RL-KPT,FS-2002,BX,1,32.64,23.60,0.00,0.00
INV-50184,1,2026-03-18,SO-10190,RT-2001,RL-KPT,RM-1020,EA,1,5.60,4.05,0.00,0.55
INV-50184,2,2026-03-18,SO-10190,RT-2001,RL-KPT,PT-5002,EA,1,32.90,23.70,0.00,3.21
INV-50185,1,2026-03-16,SO-10191,RT-2001,RL-BRI,RM-1010,EA,5,18.75,13.50,0.00,9.14
INV-50185,2,2026-03-16,SO-10191,RT-2001,RL-BRI,SX-7010,EA,1,14.80,10.65,0.00,1.44
INV-50185,3,2026-03-16,SO-10191,RT-2001,RL-BRI,RM-1011,EA,2,24.90,17.95,0.00,4.86
INV-50185,4,2026-03-16,SO-10191,RT-2001,RL-BRI,TL-9002,EA,2,8.90,6.40,0.00,1.74
INV-50185,5,2026-03-16,SO-10191,RT-2001,RL-BRI,CM-3020,EA,1,14.25,10.25,0.00,1.39
INV-50186,1,2026-03-16,SO-10192,RT-2002,RL-KPT,PT-5010,EA,3,12.60,9.05,0.00,3.69
INV-50186,2,2026-03-16,SO-10192,RT-2002,RL-KPT,FS-2010,EA,1,1.85,1.33,0.00,0.18
INV-50186,3,2026-03-16,SO-10192,RT-2002,RL-KPT,CM-3010,BG,1,12.90,9.30,0.00,1.26
INV-50186,4,2026-03-16,SO-10192,RT-2002,RL-KPT,RF-4002,BNDL,1,52.30,37.65,0.00,5.10
INV-50186,5,2026-03-16,SO-10192,RT-2002,RL-KPT,PT-5001,EA,1,44.75,32.20,0.00,4.36
INV-50187,1,2026-03-17,SO-10193,RT-2002,RL-KPT,FS-2001,BX,1,28.50,20.60,0.00,2.78
INV-50187,2,2026-03-17,SO-10193,RT-2002,RL-KPT,RM-1011,EA,2,24.90,17.95,0.00,4.86
INV-50188,1,2026-03-20,SO-10194,CT-1001,RL-JCB,FS-2002,BX,1,32.00,23.60,0.00,0.00
INV-50188,2,2026-03-20,SO-10194,CT-1001,RL-JCB,RF-4010,RL,1,27.18,21.50,0.00,0.00
INV-50189,1,2026-03-18,SO-10195,CT-1006,RL-KPT,FS-2002,BX,1,30.65,23.60,0.00,0.00
INV-50189,2,2026-03-18,SO-10195,CT-1006,RL-KPT,CM-3010,BG,1,11.95,9.30,0.00,0.00
INV-50190,1,2026-03-25,SO-10196,CT-1004,RL-BRI,RM-1021,EA,1,38.24,28.10,0.00,0.00
INV-50190,2,2026-03-25,SO-10196,CT-1004,RL-BRI,RF-4001,BNDL,3,36.33,27.90,0.00,0.00
INV-50190,3,2026-03-25,SO-10196,CT-1004,RL-BRI,PT-5011,BG,1,18.10,13.25,0.00,0.00
INV-50191,1,2026-03-20,SO-10197,BL-3001,RL-BRI,RM-1001,EA,8,3.48,2.86,0.00,0.00
INV-50191,2,2026-03-20,SO-10197,BL-3001,RL-BRI,RM-1011,EA,2,21.71,17.95,0.00,0.00
INV-50191,3,2026-03-20,SO-10197,BL-3001,RL-BRI,FS-2010,EA,4,1.61,1.33,0.00,0.00
INV-50191,4,2026-03-20,SO-10197,BL-3001,RL-BRI,CM-3010,BG,1,11.21,9.30,0.00,0.00
INV-50192,1,2026-03-21,SO-10199,BL-3002,RL-KPT,DW-6002,EA,1,267.51,208.10,0.00,0.00
INV-50192,2,2026-03-21,SO-10199,BL-3002,RL-KPT,FS-2011,EA,1,42.36,34.90,0.00,0.00
INV-50193,1,2026-03-19,SO-10200,CT-1006,RL-JCB,DW-6002,EA,1,265.23,208.10,0.00,0.00
INV-50193,2,2026-03-19,SO-10200,CT-1006,RL-JCB,RM-1003,EA,1,11.12,8.25,0.00,0.00
INV-50193,3,2026-03-19,SO-10200,CT-1006,RL-JCB,RM-1020,EA,1,5.38,4.05,0.00,0.00
INV-50193,4,2026-03-19,SO-10200,CT-1006,RL-JCB,RM-1001,EA,5,3.84,2.86,0.00,0.00
INV-50194,1,2026-03-21,SO-10201,BL-3001,RL-BRI,PT-5011,BG,1,17.16,13.25,0.00,0.00
INV-50194,2,2026-03-21,SO-10201,BL-3001,RL-BRI,RM-1021,EA,1,35.84,28.10,0.00,0.00
INV-50194,3,2026-03-21,SO-10201,BL-3001,RL-BRI,RM-1020,EA,1,5.00,4.05,0.00,0.00
INV-50194,4,2026-03-21,SO-10201,BL-3001,RL-BRI,CM-3001,BG,2,5.89,4.95,0.00,0.00
INV-50194,5,2026-03-21,SO-10201,BL-3001,RL-BRI,RM-1022,EA,3,7.84,6.45,0.00,0.00
INV-50195,1,2026-03-22,SO-10202,CT-1007,RL-BRI,RF-4002,BNDL,1,48.14,37.65,0.00,0.00
INV-50195,2,2026-03-22,SO-10202,CT-1007,RL-BRI,TL-9001,EA,1,5.93,4.50,0.00,0.00
INV-50195,3,2026-03-22,SO-10202,CT-1007,RL-BRI,RF-4011,RL,1,102.91,78.85,0.00,0.00
INV-50195,4,2026-03-22,SO-10202,CT-1007,RL-BRI,FS-2001,BX,2,27.78,20.60,0.00,0.00
INV-50195,5,2026-03-22,SO-10202,CT-1007,RL-BRI,SX-7001,SQ,1,86.00,68.05,0.00,0.00
INV-50196,1,2026-03-20,SO-10203,BL-3001,RL-BRI,RM-1001,EA,11,3.57,2.86,0.00,0.00
INV-50196,2,2026-03-20,SO-10203,BL-3001,RL-BRI,DW-6010,EA,1,277.58,224.60,0.00,0.00
INV-50196,3,2026-03-20,SO-10203,BL-3001,RL-BRI,RM-1003,EA,2,10.17,8.25,0.00,0.00
INV-50196,4,2026-03-20,SO-10203,BL-3001,RL-BRI,RF-4010,RL,1,27.98,21.50,0.00,0.00
INV-50196,5,2026-03-20,SO-10203,BL-3001,RL-BRI,FS-2011,EA,1,42.49,34.90,0.00,0.00
INV-50197,1,2026-03-20,SO-10204,BL-3001,RL-BRI,PT-5010,EA,1,11.84,9.05,0.00,0.00
INV-50197,2,2026-03-20,SO-10204,BL-3001,RL-BRI,DW-6001,EA,1,80.71,64.10,0.00,0.00
INV-50197,3,2026-03-20,SO-10204,BL-3001,RL-BRI,RM-1001,EA,5,3.51,2.86,0.00,0.00
INV-50197,4,2026-03-20,SO-10204,BL-3001,RL-BRI,PT-5002,EA,1,28.89,23.70,0.00,0.00
INV-50197,5,2026-03-20,SO-10204,BL-3001,RL-BRI,CM-3001,BG,4,5.89,4.95,0.00,0.00
INV-50198,1,2026-03-22,SO-10205,CT-1007,RL-KPT,RF-4001,BNDL,3,37.06,27.90,0.00,0.00
INV-50198,2,2026-03-22,SO-10205,CT-1007,RL-KPT,CM-3020,EA,1,13.48,10.25,0.00,0.00
INV-50198,3,2026-03-22,SO-10205,CT-1007,RL-KPT,SX-7010,EA,1,14.03,10.65,0.00,0.00
INV-50199,1,2026-03-22,SO-10206,CT-1005,RL-BRI,RM-1001,EA,10,3.70,2.86,0.00,0.00
INV-50199,2,2026-03-22,SO-10206,CT-1005,RL-BRI,DW-6001,EA,1,80.78,64.10,0.00,0.00
INV-50200,1,2026-03-22,SO-10207,CT-1008,RL-BRI,CM-3001,BG,3,6.35,4.95,0.00,0.00
INV-50200,2,2026-03-22,SO-10207,CT-1008,RL-BRI,CM-3010,BG,1,12.41,9.30,0.00,0.00
INV-50200,3,2026-03-22,SO-10207,CT-1008,RL-BRI,FS-2002,BX,2,29.73,23.60,0.00,0.00
INV-50201,1,2026-03-23,SO-10208,CT-1008,RL-KPT,RF-4002,BNDL,1,47.74,37.65,0.00,0.00
INV-50201,2,2026-03-23,SO-10208,CT-1008,RL-KPT,DW-6010,EA,1,296.48,224.60,0.00,0.00
INV-50201,3,2026-03-23,SO-10208,CT-1008,RL-KPT,DW-6001,EA,1,84.17,64.10,0.00,0.00
INV-50202,1,2026-03-22,SO-10209,RT-2002,RL-BRI,RF-4001,BNDL,2,38.75,27.90,0.00,7.56
INV-50203,1,2026-03-24,SO-10210,RT-2003,RL-BRI,DW-6001,EA,1,89.00,64.10,0.00,8.68
INV-50203,2,2026-03-24,SO-10210,RT-2003,RL-BRI,FS-2001,BX,2,28.50,20.60,0.00,5.56
INV-50203,3,2026-03-24,SO-10210,RT-2003,RL-BRI,RM-1021,EA,1,38.90,28.10,0.00,3.79
INV-50203,4,2026-03-24,SO-10210,RT-2003,RL-BRI,DW-6010,EA,1,312.00,224.60,0.00,30.42
INV-50204,1,2026-03-26,SO-10211,CT-1003,RL-KPT,RF-4011,RL,1,99.07,78.85,0.00,0.00
INV-50204,2,2026-03-26,SO-10211,CT-1003,RL-KPT,RM-1021,EA,1,36.86,28.10,0.00,0.00
INV-50204,3,2026-03-26,SO-10211,CT-1003,RL-KPT,RM-1021,EA,1,36.41,28.10,0.00,0.00
INV-50204,4,2026-03-26,SO-10211,CT-1003,RL-KPT,RF-4001,BNDL,2,36.24,27.90,0.00,0.00
INV-50205,1,2026-03-27,SO-10212,BL-3002,RL-BRI,PT-5011,BG,1,17.23,13.25,0.00,0.00
INV-50205,2,2026-03-27,SO-10212,BL-3002,RL-BRI,FS-2010,EA,6,1.65,1.33,0.00,0.00
INV-50205,3,2026-03-27,SO-10212,BL-3002,RL-BRI,DW-6001,EA,1,77.69,64.10,0.00,0.00
INV-50206,1,2026-03-27,SO-10213,CT-1004,RL-BRI,PT-5010,EA,3,11.91,9.05,0.00,0.00
INV-50206,2,2026-03-27,SO-10213,CT-1004,RL-BRI,FS-2010,EA,2,1.79,1.33,0.00,0.00
INV-50206,3,2026-03-27,SO-10213,CT-1004,RL-BRI,RM-1020,EA,1,5.09,4.05,0.00,0.00
INV-50207,1,2026-03-26,SO-10214,CT-1008,RL-KPT,FS-2002,BX,1,30.75,23.60,0.00,0.00
INV-50207,2,2026-03-26,SO-10214,CT-1008,RL-KPT,CM-3010,BG,1,12.42,9.30,0.00,0.00
INV-50207,3,2026-03-26,SO-10214,CT-1008,RL-KPT,FS-2001,BX,1,25.75,20.60,0.00,0.00
INV-50207,4,2026-03-26,SO-10214,CT-1008,RL-KPT,PT-5002,EA,1,31.18,23.70,0.00,0.00
INV-50207,5,2026-03-26,SO-10214,CT-1008,RL-KPT,RF-4002,BNDL,1,52.03,37.65,0.00,0.00
INV-50208,1,2026-03-27,SO-10215,CT-1003,RL-KPT,TL-9001,EA,2,5.90,4.50,0.00,0.00
INV-50208,2,2026-03-27,SO-10215,CT-1003,RL-KPT,PT-5010,EA,2,11.35,9.05,0.00,0.00
INV-50208,3,2026-03-27,SO-10215,CT-1003,RL-KPT,FS-2001,BX,1,25.67,20.60,0.00,0.00
INV-50208,4,2026-03-27,SO-10215,CT-1003,RL-KPT,TL-9002,EA,2,8.02,6.40,0.00,0.00
INV-50208,5,2026-03-27,SO-10215,CT-1003,RL-KPT,DW-6010,EA,1,305.66,224.60,0.00,0.00
INV-50209,1,2026-03-28,SO-10216,BL-3001,RL-BRI,CM-3010,BG,1,11.34,9.30,0.00,0.00
INV-50209,2,2026-03-28,SO-10216,BL-3001,RL-BRI,RF-4002,BNDL,1,48.36,37.65,0.00,0.00
INV-50209,3,2026-03-28,SO-10216,BL-3001,RL-BRI,DW-6002,EA,1,251.09,208.10,0.00,0.00
INV-50209,4,2026-03-28,SO-10216,BL-3001,RL-BRI,SX-7010,EA,1,13.47,10.65,0.00,0.00
INV-50210,1,2026-03-28,SO-10218,CT-1006,RL-BRI,FS-2011,EA,1,47.61,34.90,0.00,0.00
INV-50210,2,2026-03-28,SO-10218,CT-1006,RL-BRI,RM-1001,EA,3,3.68,2.86,0.00,0.00
INV-50210,3,2026-03-28,SO-10218,CT-1006,RL-BRI,SX-7001,SQ,1,86.93,68.05,0.00,0.00
INV-50211,1,2026-03-28,SO-10219,CT-1002,RL-KPT,RM-1003,EA,2,10.40,8.25,0.00,0.00
INV-50211,2,2026-03-28,SO-10219,CT-1002,RL-KPT,TL-9001,EA,2,6.18,4.50,0.00,0.00
INV-50211,3,2026-03-28,SO-10219,CT-1002,RL-KPT,CM-3002,BG,2,5.09,3.90,0.00,0.00
INV-50211,4,2026-03-28,SO-10219,CT-1002,RL-KPT,RM-1001,EA,3,3.63,2.86,0.00,0.00
INV-50212,1,2026-03-26,SO-10220,CT-1004,RL-BRI,TL-9002,EA,1,8.84,6.40,0.00,0.00
INV-50212,2,2026-03-26,SO-10220,CT-1004,RL-BRI,RM-1010,EA,2,18.19,13.50,0.00,0.00
INV-50212,3,2026-03-26,SO-10220,CT-1004,RL-BRI,RM-1021,EA,1,38.83,28.10,0.00,0.00
INV-50212,4,2026-03-26,SO-10220,CT-1004,RL-BRI,PT-5002,EA,1,30.24,23.70,0.00,0.00
INV-50213,1,2026-03-28,SO-10221,CT-1007,RL-BRI,TL-9002,EA,1,8.32,6.40,0.00,0.00
INV-50214,1,2026-03-28,SO-10222,CT-1008,RL-BRI,SX-7010,EA,1,13.88,10.65,0.00,0.00
INV-50214,2,2026-03-28,SO-10222,CT-1008,RL-BRI,FS-2011,EA,1,45.42,34.90,0.00,0.00
INV-50214,3,2026-03-28,SO-10222,CT-1008,RL-BRI,CM-3020,EA,1,13.99,10.25,0.00,0.00
INV-50214,4,2026-03-28,SO-10222,CT-1008,RL-BRI,CM-3001,BG,4,6.54,4.95,0.00,0.00
INV-50214,5,2026-03-28,SO-10222,CT-1008,RL-BRI,RF-4010,RL,1,27.24,21.50,0.00,0.00
INV-50215,1,2026-04-02,SO-10223,CT-1002,RL-BRI,TL-9002,EA,1,8.24,6.40,0.00,0.00
INV-50216,1,2026-03-27,SO-10224,CT-1006,RL-BRI,RM-1010,EA,3,18.54,13.50,0.00,0.00
INV-50216,2,2026-03-27,SO-10224,CT-1006,RL-BRI,PT-5010,EA,2,12.01,9.05,0.00,0.00
INV-50217,1,2026-03-30,SO-10225,CT-1002,RL-JCB,CM-3020,EA,1,13.62,10.25,0.00,0.00
INV-50217,2,2026-03-30,SO-10225,CT-1002,RL-JCB,DW-6002,EA,1,276.76,208.10,0.00,0.00
INV-50217,3,2026-03-30,SO-10225,CT-1002,RL-JCB,SX-7010,EA,1,13.47,10.65,0.00,0.00
INV-50217,4,2026-03-30,SO-10225,CT-1002,RL-JCB,FS-2011,EA,1,46.84,34.90,0.00,0.00
INV-50217,5,2026-03-30,SO-10225,CT-1002,RL-JCB,SX-7001,SQ,1,90.25,68.05,0.00,0.00
INV-50218,1,2026-03-28,SO-10226,CT-1006,RL-JCB,CM-3002,BG,1,5.26,3.90,0.00,0.00
INV-50218,2,2026-03-28,SO-10226,CT-1006,RL-JCB,PT-5010,EA,2,11.84,9.05,0.00,0.00
INV-50218,3,2026-03-28,SO-10226,CT-1006,RL-JCB,RM-1003,EA,2,10.85,8.25,0.00,0.00
INV-50218,4,2026-03-28,SO-10226,CT-1006,RL-JCB,RF-4011,RL,1,100.90,78.85,0.00,0.00
INV-50219,1,2026-03-29,SO-10227,CT-1001,RL-JCB,SX-7010,EA,1,13.86,10.65,0.00,0.00
INV-50219,2,2026-03-29,SO-10227,CT-1001,RL-JCB,CM-3020,EA,1,12.96,10.25,0.00,0.00
INV-50219,3,2026-03-29,SO-10227,CT-1001,RL-JCB,DW-6001,EA,1,80.79,64.10,0.00,0.00
INV-50219,4,2026-03-29,SO-10227,CT-1001,RL-JCB,RF-4020,LF,3,2.31,1.69,0.00,0.00
INV-50219,5,2026-03-29,SO-10227,CT-1001,RL-JCB,RM-1021,EA,1,37.85,28.10,0.00,0.00
INV-50220,1,2026-03-28,SO-10228,BL-3002,RL-BRI,CM-3010,BG,1,12.05,9.30,0.00,0.00
INV-50220,2,2026-03-28,SO-10228,BL-3002,RL-BRI,PT-5011,BG,1,16.29,13.25,0.00,0.00
INV-50220,3,2026-03-28,SO-10228,BL-3002,RL-BRI,FS-2002,BX,1,28.57,23.60,0.00,0.00
INV-50221,1,2026-03-29,SO-10229,CT-1007,RL-JCB,TL-9001,EA,1,5.68,4.50,0.00,0.00
INV-50221,2,2026-03-29,SO-10229,CT-1007,RL-JCB,DW-6010,EA,1,285.01,224.60,0.00,0.00
INV-50221,3,2026-03-29,SO-10229,CT-1007,RL-JCB,CM-3001,BG,2,6.30,4.95,0.00,0.00
